STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/5/2021,0.29,32,14
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/6/2021,0.15,16,13
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/7/2021,0.05,14,5
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/8/2021,0.04,17,2
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/9/2021,0.01,15,7
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/10/2021,0,19,7
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/11/2021,0.01,21,4
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/12/2021,0.07,26,14
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/13/2021,0.08,20,7
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/14/2021,0.06,16,8
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/15/2021,0.14,13,7
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/16/2021,0.13,18,2
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/17/2021,0,23,-7
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/18/2021,0,24,9
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/19/2021,0.03,25,12
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/20/2021,0.01,25,8
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/21/2021,0.09,33,6
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/22/2021,0.1,36,29
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/23/2021,0.04,43,35
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/24/2021,0,42,27
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/25/2021,0,37,19
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/26/2021,0,41,19
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/27/2021,0.17,45,32
USC00206013,"NWSFO GRAND RAPIDS, MI US",2/28/2021,0.04,49,34
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/1/2021,0,36,17
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/2/2021,0,39,14
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/3/2021,0,48,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/4/2021,0,35,25
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/5/2021,0,43,20
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/6/2021,0,41,20
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/7/2021,0,41,16
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/8/2021,0,57,33
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/9/2021,0,65,30
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/10/2021,0,67,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/11/2021,0.03,63,40
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/12/2021,0,47,24
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/13/2021,0,49,18
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/14/2021,0,48,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/15/2021,0,37,25
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/16/2021,0,40,27
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/17/2021,0,55,27
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/18/2021,0.02,46,33
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/19/2021,0,49,27
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/20/2021,0,58,21
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/21/2021,0,65,32
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/22/2021,0,67,41
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/23/2021,0.06,72,47
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/24/2021,0.06,66,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/25/2021,0.3,49,42
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/26/2021,0.92,46,35
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/27/2021,0.01,56,32
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/28/2021,0.01,55,34
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/29/2021,0,54,26
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/30/2021,0.03,67,45
USC00206013,"NWSFO GRAND RAPIDS, MI US",3/31/2021,0,47,28
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/1/2021,0,39,23
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/2/2021,0,47,17
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/3/2021,0,61,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/4/2021,0,70,34
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/5/2021,0.26,69,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/6/2021,0.01,76,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/7/2021,0,80,57
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/8/2021,0.27,74,51
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/9/2021,0.03,66,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/10/2021,0.8,70,43
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/11/2021,0.12,60,47
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/12/2021,0,61,43
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/13/2021,0,52,36
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/14/2021,0,44,34
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/15/2021,0.03,44,35
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/16/2021,0,55,37
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/17/2021,0,58,30
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/18/2021,0,59,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/19/2021,0.14,52,36
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/20/2021,0,40,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/21/2021,0.02,42,27
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/22/2021,0,47,25
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/23/2021,0,60,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/24/2021,0.01,53,40
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/25/2021,0,51,34
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/26/2021,0,63,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/27/2021,0,75,42
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/28/2021,0,64,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/29/2021,0.06,61,41
USC00206013,"NWSFO GRAND RAPIDS, MI US",4/30/2021,0.09,51,35
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/1/2021,0.01,75,29
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/2/2021,0,81,64
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/3/2021,0.1,66,57
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/4/2021,0.15,61,46
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/5/2021,0,58,40
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/6/2021,0.22,48,37
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/7/2021,0.01,54,31
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/8/2021,0,53,32
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/9/2021,0,59,37
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/10/2021,0,52,38
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/11/2021,0,54,33
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/12/2021,0,62,36
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/13/2021,0,67,34
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/14/2021,0,71,36
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/15/2021,0.18,70,47
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/16/2021,0.05,68,50
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/17/2021,0,76,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/18/2021,0,81,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/19/2021,0.01,78,61
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/20/2021,0,86,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/21/2021,0,84,64
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/22/2021,0,83,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/23/2021,0.08,74,51
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/24/2021,0,83,52
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/25/2021,0,85,69
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/26/2021,0.8,74,55
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/27/2021,0.23,58,43
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/28/2021,0.23,51,40
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/29/2021,0,63,39
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/30/2021,0,68,37
USC00206013,"NWSFO GRAND RAPIDS, MI US",5/31/2021,0,72,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/1/2021,0,74,50
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/2/2021,0,78,52
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/3/2021,0,81,51
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/4/2021,0.01,86,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/5/2021,0,87,67
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/6/2021,0,88,70
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/7/2021,0.21,79,68
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/8/2021,0.01,85,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/9/2021,0,89,69
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/10/2021,0,87,66
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/11/2021,0,89,68
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/12/2021,0,88,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/13/2021,0,85,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/14/2021,0.13,79,61
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/15/2021,0,78,58
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/16/2021,0,77,52
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/17/2021,0,84,50
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/18/2021,0.71,83,64
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/19/2021,0.25,75,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/20/2021,0.39,82,60
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/21/2021,0.23,68,48
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/22/2021,0,68,43
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/23/2021,0.08,72,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/24/2021,1.23,73,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/25/2021,2.07,73,67
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/26/2021,2.99,77,67
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/27/2021,0,82,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/28/2021,0.16,83,62
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/29/2021,0.04,82,72
USC00206013,"NWSFO GRAND RAPIDS, MI US",6/30/2021,0,81,68
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/1/2021,0,80,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/2/2021,0,76,56
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/3/2021,0,82,57
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/4/2021,0,88,66
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/5/2021,0,87,70
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/6/2021,0.57,87,70
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/7/2021,0.02,85,69
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/8/2021,0.11,74,62
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/9/2021,0.02,76,59
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/10/2021,0,78,53
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/11/2021,0,75,64
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/12/2021,0.01,72,62
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/13/2021,1.03,77,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/14/2021,0,83,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/15/2021,0.16,76,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/16/2021,0,74,62
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/17/2021,0,80,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/18/2021,0,83,57
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/19/2021,0,83,63
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/20/2021,0,84,60
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/21/2021,0,77,60
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/22/2021,0,81,52
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/23/2021,2.7,84,56
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/24/2021,0.23,88,72
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/25/2021,0,87,66
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/26/2021,0,88,64
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/27/2021,0,84,70
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/28/2021,0,85,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/29/2021,0.1,84,66
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/30/2021,0,74,
USC00206013,"NWSFO GRAND RAPIDS, MI US",7/31/2021,0,76,53
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/1/2021,0.33,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/2/2021,0,,55
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/3/2021,0,79,54
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/4/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/5/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/6/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/7/2021,,,66
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/8/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/9/2021,,,71
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/10/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/11/2021,,,67
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/12/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/13/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/14/2021,0,77,56
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/15/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/16/2021,0,,57
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/17/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/18/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/19/2021,0,86,65
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/20/2021,0,,66
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/21/2021,0,,67
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/22/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/23/2021,0,84,60
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/24/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/25/2021,0,89,67
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/26/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/27/2021,0,,71
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/28/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/29/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/30/2021,0,,64
USC00206013,"NWSFO GRAND RAPIDS, MI US",8/31/2021,0,,58
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/1/2021,0,,58
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/2/2021,0,,50
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/3/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/4/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/5/2021,,,56
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/6/2021,,,55
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/7/2021,,,53
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/8/2021,,,51
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/9/2021,0,75,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/10/2021,0,,50
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/11/2021,0,,46
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/12/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/13/2021,,,61
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/14/2021,,,61
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/15/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/16/2021,0,78,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/17/2021,0,83,59
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/18/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/19/2021,0,,53
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/20/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/21/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/22/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/23/2021,1.2,55,46
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/24/2021,0,73,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/25/2021,0.16,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/26/2021,0,,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/27/2021,0,78,61
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/28/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/29/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",9/30/2021,0,75,49
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/1/2021,0,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/2/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/3/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/4/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/5/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/6/2021,0,,56
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/7/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/8/2021,0.9,75,58
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/9/2021,,,58
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/10/2021,0.05,76,62
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/11/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/12/2021,,,61
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/13/2021,,,58
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/14/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/15/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/16/2021,,,
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/17/2021,0,,40
USC00206013,"NWSFO GRAND RAPIDS, MI US",10/18/2021,0,,
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/1/2020,0,25,-1
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/2/2020,0.07,34,24
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/3/2020,0,28,22
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/4/2020,0,26,21
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/5/2020,0.16,27,20
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/6/2020,0,27,20
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/7/2020,0.05,27,9
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/8/2020,0,9,-4
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/9/2020,0.04,33,7
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/10/2020,0,32,17
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/11/2020,0.08,17,10
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/12/2020,0.08,17,11
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/13/2020,0.06,26,12
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/14/2020,0.07,30,21
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/15/2020,0.07,25,21
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/16/2020,0.07,21,6
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/17/2020,0,19,-5
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/18/2020,0.79,25,18
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/19/2020,0.26,21,14
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/20/2020,0,20,0
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/21/2020,0,27,7
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/22/2020,0.09,28,17
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/23/2020,0.33,32,26
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/24/2020,0.32,31,28
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/25/2020,0.4,31,28
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/26/2020,0.09,28,25
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/27/2020,0.08,29,20
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/28/2020,0.06,24,17
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/29/2020,0,23,19
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/30/2020,0,25,18
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",1/31/2020,0.01,28,18
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",2/1/2020,0,33,24
USW00094850,"MARQUETTE WEATHER SERVICE OFFICE AIRPORT, MI US",2/2/2020,0.16,32,27
